amt,city_pop,dob,is_fraud,amt_z,cat_amt_z,hour_perc,distance,dist_z,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel,gender_M
7.24,270712,1972,1,-0.6087458869493683,-0.7867380076062784,0.20109439124487005,79.14464535985678,-0.016835580897374906,0,0,0,0,0,0,0,0,1,0,0,0,0,0
801.35,238602,1993,1,4.222299160428894,3.6758429689528813,0.21592775041050905,125.22257059988104,1.6194354043678947,0,0,0,0,0,0,0,1,0,0,0,0,0,1
746.43,238602,1993,1,3.9090763225384726,3.3997534543100802,0.21592775041050905,104.32238515051432,0.8979308220926204,0,0,0,0,0,0,0,1,0,0,0,0,0,1
747.46,270712,1972,1,4.813440482518186,2.7412528186394276,0.20109439124487005,122.53569225091427,1.4322874544181565,0,0,0,0,0,0,0,0,0,0,0,1,0,0
522.21,270712,1972,1,3.1634614496326026,5.090289979329414,0.15075239398084817,106.01931214958476,0.8806928610690778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.72,270712,1972,1,-0.5832545349651648,-3.5708853906423186,0.15075239398084817,85.83689613013378,0.20666432159783682,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1169.82,238602,1993,1,6.323778021999964,3.027995244280903,0.2922824302134647,93.93280318820617,0.5392674498517293,0,0,0,0,0,0,0,0,0,0,1,0,0,1
690.81,238602,1993,1,3.5918612052139056,3.120144954593537,0.2922824302134647,55.676560341013705,-0.7813932965208057,0,0,0,0,0,0,0,1,0,0,0,0,0,1
249.87,270712,1972,1,1.1685434038343347,3.732161557277186,0.2911080711354309,39.04170197538583,-1.3561464112698098,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10.2,270712,1972,1,-0.5870635875605055,-0.1772380034147711,0.20109439124487005,103.57931535695417,0.7992047244224897,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.63,238602,1993,1,-0.23034712503740518,-0.8105158134171873,0.21592775041050905,100.74607739044713,0.774471513907712,0,0,0,0,0,0,1,0,0,0,0,0,0,1
297.74,238602,1993,1,1.3500822378142778,7.867492534855245,0.21592775041050905,108.28320545066991,1.0346640584102806,0,0,0,1,0,0,0,0,0,0,0,0,0,1
328.58,238602,1993,1,1.5259706631700782,8.895617992397202,0.21592775041050905,84.64964029670928,0.21879926164119193,0,0,0,1,0,0,0,0,0,0,0,0,0,1
331.43,238602,1993,1,1.5422249437233868,8.990629586236198,0.21592775041050905,95.70850339470307,0.600567185150178,0,0,0,1,0,0,0,0,0,0,0,0,0,1
760.83,238602,1993,1,3.9912032137551896,3.472144004398506,0.15079365079365079,69.15590383516113,-0.31606689448237524,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10.29,238602,1993,1,-0.28931879553607504,-0.0855691752587173,0.2922824302134647,86.35303093030184,0.2776027660655537,0,0,0,0,0,0,0,0,0,0,0,0,1,1
925.74,238602,1993,1,4.9317272158766245,2.3482911934384063,0.2922824302134647,25.249748907885905,-1.8317707645203827,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1062.87,238602,1993,1,5.713814757025811,2.730165236752203,0.21592775041050905,68.41861432108497,-0.3415191931788719,0,0,0,0,0,0,0,0,0,0,1,0,0,1
795.59,46,1987,1,5.070249801099374,3.482814143460569,0.2051983584131327,94.25982439954524,0.6331898760197949,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.79,46,1987,1,-0.3396462049216357,-3.3776487233667325,0.14933880528955767,45.734022520023004,-1.0377607465580494,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187.35,46,1987,1,0.8827782476478353,2.700746801659541,0.2975376196990424,47.150026297349925,-0.9890016884559004,0,0,0,0,0,1,0,0,0,0,0,0,0,0
564.34,46,1987,1,3.4781927237357206,6.873441287888881,0.2975376196990424,65.75833348934593,-0.3482381918570548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978.96,46,1987,1,6.332673612023365,2.7897564471312517,0.2051983584131327,12.952523231043289,-2.1665677837287483,0,0,0,0,0,0,0,0,0,0,1,0,0,0
849.79,46,1987,1,5.443393557177687,2.3956796375346188,0.2051983584131327,94.99295915293962,0.6584348369512856,0,0,0,0,0,0,0,0,0,0,1,0,0,0
955.4,46,1987,1,6.170473115838769,2.7178786919706366,0.2051983584131327,67.38803182627029,-0.2921207173337331,0,0,0,0,0,0,0,0,0,0,1,0,0,0
319.37,2408,1997,1,3.1607846194864493,6.358420081279376,0.09968065693430657,78.28570405900243,0.008969395804997348,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.54,46,1987,1,-0.25875249396369876,-0.4576837138363303,0.3479252165982672,93.32991037111228,0.6011689641632173,0,0,0,0,0,0,0,0,0,1,0,0,0,0
528.98,46,1987,1,3.23475428803592,6.3919631937480625,0.2975376196990424,33.067639527516555,-1.4739184137653916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.23,46,1987,1,-0.2608867110187592,-0.46343929881743773,0.2975376196990424,33.83852130003584,-1.4473736617400037,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1135.27,2408,1997,1,13.626246880531028,7.225524108220211,0.323220802919708,49.06747309318638,-0.9717475590265175,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.33,46,1987,1,-0.34281310764849965,-0.12110898166302551,0.2051983584131327,59.787625905924266,-0.5538351560972038,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1334.07,2408,1997,1,16.176233272853203,16.128908957672234,0.16149635036496351,118.13509451085862,1.3465237775729884,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386.91,46,1987,1,2.256663265415146,4.457472446163615,0.2051983584131327,29.38403109491375,-1.6007607855632309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.75,2408,1997,1,-0.7208898374780192,-0.38439463052177325,0.16149635036496351,130.62321605875331,1.765690583063228,0,0,0,0,0,0,0,0,0,1,0,0,0,0
799.88,2408,1997,1,9.324235129419689,4.883014290360454,0.16149635036496351,45.63682028142933,-1.0868982463685013,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.87,2408,1997,1,-0.796311970208675,-3.190171021919714,0.16149635036496351,54.637576316744166,-0.7847857036734028,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343.75,2408,1997,1,3.4735042786655974,6.969602970404474,0.16149635036496351,26.35275847855849,-1.7341724222151025,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311.14,2408,1997,1,3.055219287450174,6.152101985401625,0.16149635036496351,41.278748378608185,-1.2331779787202632,0,0,0,1,0,0,0,0,0,0,0,0,0,0
688.75,2408,1997,1,7.898782474596936,8.191613910732952,0.16149635036496351,62.137839251621074,-0.5330375730444846,0,0,0,0,0,0,0,1,0,0,0,0,0,0
944.46,2408,1997,1,11.178747365847958,5.892823973016955,0.16149635036496351,70.92754456066635,-0.23800899877390252,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.18,31394,1996,1,-0.32460357110714433,-3.2355907961693933,0.16365626710454298,88.14991853129173,0.4137414817617351,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311.58,31394,1996,1,2.0381508092914578,6.584988146469125,0.16365626710454298,68.43271749901261,-0.26232766590541406,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729.1,31394,1996,1,5.300377029212173,7.123527072063446,0.16365626710454298,73.72254385580682,-0.08094855481909291,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.34,31394,1996,1,-0.31554009530931904,-3.1609788299355865,0.09359605911330049,90.85347012688325,0.5064416484797921,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1009.62,31394,1996,1,7.492175504044897,4.319540149380157,0.33607006020799124,101.01209667669113,0.8547636025824031,0,0,0,0,0,0,0,0,0,0,0,1,0,0
797.87,31394,1996,1,5.837700503881524,3.3575582494004297,0.33607006020799124,48.62015737342975,-0.941666514014661,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1122.38,31394,1996,1,8.373207858323159,3.9422903969604826,0.33607006020799124,73.40155741628725,-0.09195463160572422,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1002.29,31394,1996,1,7.434903713012087,3.4928109707623975,0.33607006020799124,100.31739901552442,0.8309436062805724,0,0,0,0,0,0,0,0,0,0,1,0,0,0
704.6,31394,1996,1,5.108950169689138,2.9338319126301386,0.16365626710454298,74.45240076307788,-0.055923008018108226,0,0,0,0,0,0,0,0,0,0,0,1,0,0
810.35,31394,1996,1,5.935211002120197,3.414254986645988,0.16365626710454298,123.40764087014891,1.6226685628060007,0,0,0,0,0,0,0,0,0,0,0,1,0,0
867.76,31394,1996,1,6.3837749207005,3.675069063991141,0.16365626710454298,86.33115064339518,0.3513790372260426,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.69,31394,1996,1,-0.3206187670925832,-0.11013634984100722,0.16365626710454298,82.15372384505817,0.20814220709127595,0,0,0,0,0,0,0,0,0,0,0,0,1,0
301.8,31394,1996,1,1.9617363323063441,6.3141009258021805,0.16365626710454298,44.08741405363278,-1.0970865408121908,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6.83,50835,1986,1,-0.6697162795833423,-0.7505662511299591,0.21003420752565563,110.07339587404893,0.9939405937620788,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109.69,50835,1986,1,0.16479205109420866,1.3317092959370445,0.21003420752565563,105.0389407292254,0.8269863826802657,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746.76,50835,1986,1,5.3333728621456125,3.1240045462463044,0.21003420752565563,95.80852962221041,0.5208845384882439,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1155.71,50835,1986,1,8.651204690169962,4.604555778834409,0.21003420752565563,31.271725259570214,-1.61930560089249,0,0,0,0,0,0,0,0,0,0,1,0,0,0
885.64,50835,1986,1,6.4601132565117245,3.7995758080401125,0.21003420752565563,47.714214308835366,-1.0740345222010854,0,0,0,0,0,0,0,0,0,0,0,1,0,0
771.55,50835,1986,1,5.534495373495957,3.2445936273225464,0.21003420752565563,84.44089898452754,0.14390753692826258,0,0,0,0,0,0,0,0,0,0,0,1,0,0
293.52,31394,1996,1,1.8970418671287632,6.084760824869429,0.09359605911330049,60.99289798568781,-0.5174263702771228,0,0,0,1,0,0,0,0,0,0,0,0,0,0
913.75,50835,1986,1,6.688171094109877,3.9363147781511723,0.15758266818700115,81.95874763951886,0.0615936404547424,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.63,50835,1986,1,-0.655112789448989,-0.7320289095921505,0.15758266818700115,64.62140142588454,-0.5133529776168826,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.68,50835,1986,1,-0.6384810367959753,-0.10699803986640617,0.28916761687571263,55.753880662669,-0.8074205362079016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17.52,50835,1986,1,-0.5829877742854324,-0.7690988803603752,0.21003420752565563,45.59650302529179,-1.1442627408409132,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.12,50835,1986,1,-0.5537807940167255,-0.7345568592443975,0.21003420752565563,36.75385414676396,-1.4375054900401103,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16.1,50835,1986,1,-0.5945083053914222,-0.8278661128445753,0.21003420752565563,121.19024591008416,1.3626011288329793,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1182.65,31394,1996,1,8.844117932749825,4.167872252376908,0.16365626710454298,89.92421144772925,0.4745789554865296,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1115.06,31394,1996,1,8.316014200702398,3.914892700234943,0.16365626710454298,29.776346481239923,-1.5877886054731525,0,0,0,0,0,0,0,0,0,0,1,0,0,0
706.66,50835,1986,1,5.008039554152517,2.9289411274823953,0.21003420752565563,56.69618445003762,-0.7761715567465804,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1079.64,50835,1986,1,8.034044970992037,4.270191192305209,0.21003420752565563,26.778131017335607,-1.7683236098036321,0,0,0,0,0,0,0,0,0,0,1,0,0,0
986.53,2368,1989,1,6.83858104450222,2.8838531084236507,0.2047945205479452,78.16263075444932,0.05535439377098487,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1041.76,2368,1989,1,7.244881570822754,3.5801575281000932,0.2047945205479452,74.27074326333039,-0.07936090316268765,0,0,0,0,0,0,0,0,0,0,1,0,0,0
857.67,2368,1989,1,5.890620048274373,4.839593591638512,0.2047945205479452,38.45002870098781,-1.3192729534606589,0,0,0,0,0,0,0,1,0,0,0,0,0,0
881.11,922,1972,1,6.434901503826285,3.0852955902331836,0.34365579610852287,107.87355395702824,1.1149977146720942,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.95,922,1972,1,-0.2558771390167199,-0.549520337309203,0.2998081666209921,45.3511862834388,-1.0224540026256326,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241.08,2368,1989,1,1.3546641995693616,3.825341765119317,0.29292237442922375,69.89199061418185,-0.23092873873738862,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.77,2368,1989,1,-0.27340694799531884,-0.5910599761177805,0.29292237442922375,98.49196547017675,0.7590418382160595,0,0,0,0,0,0,1,0,0,0,0,0,0,0
540.67,2368,1989,1,3.558603628871709,7.5500826942439545,0.2047945205479452,58.50932708263503,-0.6249326509901423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868.34,2368,1989,1,5.969114102517359,2.5111205207750036,0.2047945205479452,102.8594126793856,0.9102183429257453,0,0,0,0,0,0,0,0,0,0,0,1,0,0
921.24,922,1972,1,6.747781324532552,3.346225402666656,0.20909838311866263,80.95390875016832,0.19469600478093277,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1090.67,922,1972,1,8.068768815742688,3.873794350321977,0.20909838311866263,52.52551795763484,-0.7771851791937987,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1043.59,922,1972,1,7.701702233164789,3.8197740477135964,0.20909838311866263,42.43324429192994,-1.1222096637241863,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.41,922,1972,1,-0.3380538973083733,-3.140400090492258,0.20909838311866263,71.13039864995251,-0.14114026174080804,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290.2,2368,1989,1,1.7160163967966764,8.672290119177374,0.2047945205479452,80.03892487946857,0.12030116336894188,0,0,0,1,0,0,0,0,0,0,0,0,0,0
741.98,922,1972,1,5.350152701063691,3.9414753728777767,0.20909838311866263,108.22820075391861,1.1271220220720473,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.93,922,1972,1,-0.2638297285288154,-0.5719990249353236,0.34365579610852287,97.67017966562945,0.766175033879818,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.35,922,1972,1,-0.2605551328473643,-0.5627430947363327,0.2998081666209921,55.05697131506793,-0.690642402145544,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424.38,2368,1989,1,2.703114072365918,5.7569550965077445,0.29292237442922375,32.45210230143757,-1.5268874946686362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474.24,2368,1989,1,3.069910093411397,6.525768769421387,0.2047945205479452,101.7906981565653,0.8732254456213907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.21,2368,1989,1,-0.2701700797791133,-0.5810520069142774,0.2047945205479452,50.362659683461146,-0.9069245431514568,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1129.56,922,1972,1,8.371980782532289,4.020123405389037,0.20909838311866263,93.15040586423221,0.6116575606448003,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116.45,922,1972,1,0.4731102329253666,2.4418041479359904,0.20909838311866263,64.28225226006559,-0.3752577912910078,1,0,0,0,0,0,0,0,0,0,0,0,0,0
834.58,77,1989,1,7.053187295614154,7.1788770149930565,0.2113672677470897,15.739984679940271,-1.997207915119692,0,0,0,0,0,0,0,0,1,0,0,0,0,0
831.58,77,1989,1,7.026081834405517,5.33374280549464,0.2113672677470897,110.50898125183954,1.3517802825377803,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025.62,77,1989,1,8.779263065380196,6.544234205098447,0.2113672677470897,55.52957117071342,-0.5911061269027748,0,0,0,0,0,0,0,0,0,0,0,1,0,0
831.73,77,1989,1,7.027437107465948,5.253839131354671,0.2113672677470897,48.74660717283616,-0.8308054715802535,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.13,77,1989,1,-0.3054936648441458,-0.5273268551677922,0.2113672677470897,104.57504614781028,1.142084291782171,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1103.76,77,1989,1,9.485269978327844,3.1961999309442444,0.2113672677470897,41.8811124339639,-1.0734213236339234,0,0,0,0,0,0,0,0,0,0,1,0,0,0
922.1,77,1989,1,7.843943950607475,5.855278106104401,0.2113672677470897,121.3233434922034,1.7339429392954042,0,0,0,0,0,0,0,0,0,0,0,1,0,0
969.63,77,1989,1,8.273384807689657,2.7852954936847487,0.2113672677470897,74.09890038766703,0.06510494038242776,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1034.8,77,1989,1,8.862205776678627,6.605329809703986,0.2113672677470897,105.82023682088673,1.1860873837089954,0,0,0,0,0,0,0,0,0,0,0,1,0,0
905.96,77,1989,1,7.698116569305005,5.747861650948258,0.2113672677470897,121.0226705332089,1.723317626931108,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.05,77,1989,1,-0.3242867846154679,-0.5708776530856948,0.2818991097922849,82.21573244903874,0.35194109734519896,0,0,0,0,1,0,0,0,0,0,0,0,0,0
259.17,186140,1983,1,1.321633859647604,3.8578709940137315,0.2950331883726253,81.34146519434306,0.13972926387988513,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20.98,186140,1983,1,-0.5115056624395308,-0.6537870162590315,0.20920119020370795,95.3996671523883,0.6200110185331664,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.02,134056,1980,1,-0.4179035455944465,-3.626797741886058,0.21573464912280702,64.91317122301753,-0.33107990036469404,0,1,0,0,0,0,0,0,0,0,0,0,0,1
289.04,134056,1980,1,2.286010326940481,6.541751946293049,0.21573464912280702,82.81389302611568,0.2983709800813585,0,0,0,1,0,0,0,0,0,0,0,0,0,1
785.38,134056,1980,1,7.148196442055276,3.2275907983040564,0.21573464912280702,104.95617770828527,1.076969784173525,0,0,0,0,0,0,0,1,0,0,0,0,0,1
791.35,134056,1980,1,7.206679036863745,3.2549450160534072,0.2924890350877193,104.92735747807882,1.0759563658612552,0,0,0,0,0,0,0,1,0,0,0,0,0,1
336.72,134056,1980,1,2.7530873990456377,7.922448845336751,0.21573464912280702,109.34688812742897,1.2313622477576096,0,0,0,1,0,0,0,0,0,0,0,0,0,1
284.63,134056,1980,1,2.242809616202567,6.4140490661591825,0.21573464912280702,70.7267130524698,-0.12665579594532064,0,0,0,1,0,0,0,0,0,0,0,0,0,1
316.11,134056,1980,1,2.5511901998827335,7.325633344302969,0.21573464912280702,42.521584808291884,-1.1184450099042182,0,0,0,1,0,0,0,0,0,0,0,0,0,1
308.52,134056,1980,1,2.4768379562317655,7.105845394140601,0.21573464912280702,64.86773782862882,-0.3326774946077751,0,0,0,1,0,0,0,0,0,0,0,0,0,1
598.9,134056,1980,1,5.321423530852055,2.4174709535261885,0.2924890350877193,39.27758722154397,-1.2325151105182583,0,0,0,0,0,0,0,0,0,0,0,1,0,1
942.86,134056,1980,1,8.690883046818701,7.620152915759903,0.2924890350877193,82.43250322109618,0.28496000418869255,0,0,0,0,0,0,0,0,0,0,1,0,0,1
815.48,134056,1980,1,7.4430584359807215,3.3827398609799135,0.2924890350877193,98.77587504451981,0.8596491087325514,0,0,0,0,0,0,0,0,0,0,0,1,0,1
182.62,134056,1980,1,1.2435115431017485,2.8360902406181676,0.21573464912280702,72.31343849227807,-0.07086107793899979,0,0,0,0,0,1,0,0,0,0,0,0,0,1
906.23,1089,1971,1,7.480679095589238,4.019935015759977,0.14520547945205478,135.96404859059527,1.907906388251155,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114.15,1089,1971,1,0.5206290227998335,1.720895816874148,0.36232876712328765,77.50016837463681,-0.06333458403300256,1,0,0,0,0,0,0,0,0,0,0,0,0,0
218.32,1089,1971,1,1.4359764827564947,2.979686576002016,0.2863013698630137,53.536734922661516,-0.8713155405252534,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1003.34,1089,1971,1,8.333989951271214,3.319876505447567,0.20616438356164385,104.63049353236367,0.851425235957609,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1069.04,1089,1971,1,8.911299427311846,4.787080820877151,0.20616438356164385,122.18987730683713,1.4434792805479553,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.6,1089,1971,1,-0.30139991911190384,-0.4295583637539436,0.2863013698630137,106.75372102429127,0.9230146174715878,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121.17,1089,1971,1,0.5823141448973256,1.8677882256039584,0.2863013698630137,52.20313590520717,-0.9162808253146528,1,0,0,0,0,0,0,0,0,0,0,0,0,0
867.56,878,1974,1,7.1931051578897,3.938971734102349,0.2076607387140903,104.22783979889736,1.035696202332355,0,0,0,0,0,0,0,1,0,0,0,0,0,0
357.78,878,1974,1,2.6714613062318935,7.365631476738274,0.2076607387140903,74.47368181362299,-0.016978177861985938,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379.73,878,1974,1,2.866153295999811,7.998515446427328,0.15129958960328319,101.22790788512364,0.9295614070032492,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125.12,878,1974,1,0.6078149126371956,1.7973063008933257,0.28837209302325584,96.12348084792191,0.7489715354870441,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.83,878,1974,1,-0.33495554715469167,-0.6297077100208647,0.2076607387140903,122.10389000717204,1.668134199153892,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.75,878,1974,1,-0.4243630759410518,-3.272094868828283,0.2076607387140903,78.76106921349191,0.134705592723748,0,1,0,0,0,0,0,0,0,0,0,0,0,0
765.47,878,1974,1,6.28758783509213,3.4265502924284874,0.2076607387140903,42.05077331159173,-1.1640704642027802,0,0,0,0,0,0,0,1,0,0,0,0,0,0
369.96,878,1974,1,2.779495403515412,7.716817205704683,0.2076607387140903,112.01868196583905,1.3113289375398558,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340.69,878,1974,1,2.5198765178431146,6.8728758028437005,0.2076607387140903,9.705427698523659,-2.308418647816627,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.04,878,1974,1,-0.3419626848274322,-0.64357294146918,0.2076607387140903,68.60585330431746,-0.22457648201083438,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353.55,391389,1994,1,2.0831814652416987,6.936491722713092,0.2044894607172187,80.92058498724961,0.13897994654047674,0,0,0,1,0,0,0,0,0,0,0,0,0,0
466.76,391389,1994,1,2.96632564599528,4.16824378495333,0.2044894607172187,92.31602090171336,0.5341387571283628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885.76,391389,1994,1,6.234918630146419,5.055555028325394,0.2044894607172187,20.65735395033276,-1.9507643052354038,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.42,391389,1994,1,-0.5311468564255357,-0.7866024078319378,0.2044894607172187,64.42292740804919,-0.43310828206414576,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481.96,391389,1994,1,3.0848999022222423,4.342932260594659,0.2044894607172187,31.910329328180474,-1.5605455896669151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.47,391389,1994,1,-0.6087661886267381,-4.170784298918084,0.2044894607172187,86.58132180026199,0.33527695903491245,0,1,0,0,0,0,0,0,0,0,0,0,0,0
476.38,391389,1994,1,3.0413706686862914,4.278803201773698,0.2044894607172187,26.36283559771707,-1.7529156789490006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766.98,391389,1994,1,5.308323225235983,2.904277772082776,0.2044894607172187,110.96177693509553,1.1807164599884403,0,0,0,0,0,0,0,0,0,0,0,1,0,0
921.68,391389,1994,1,6.515128319861714,3.6650296843382737,0.2044894607172187,50.98445997501127,-0.899113167425585,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115.73,391389,1994,1,0.2279624115643148,1.4219634335895857,0.35313441007391183,80.52816688381755,0.1253720887832717,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24.52,391389,1994,1,-0.4835611351765573,-0.7467012721627054,0.29126745140980015,85.78949952585121,0.30781898809796815,0,0,0,0,1,0,0,0,0,0,0,0,0,0
